Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeID,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,WorkloadScore,WeeklyHoursWorked,MonthlyMeetings,CompensationSatisfaction,CareerGrowthPerception,ManagerSupportScore,WorkModel,ProductivityScore,SalaryBand,ExperienceBand,TenureBand,WHI,WHI_Risk_Category
40,No,Travel_Rarely,302,Research & Development,6,3,Life Sciences,601,2,Female,75,3,4,Manufacturing Director,3,Single,13237,20364,7,No,15,3,3,0,22,3,3,20,6,5,13,3,43.4,16,4,3,4,Onsite,2,Above Average,Expert (20+),Lifer (10+),64.66847669623421,Moderate
39,No,Travel_Frequently,443,Research & Development,8,1,Life Sciences,602,3,Female,48,3,1,Laboratory Technician,3,Married,3755,17872,1,No,11,3,1,1,8,3,3,8,3,0,7,2,37.7,7,4,4,5,Onsite,3,Below Average,Mid (6-10),Veteran (6-10),77.84527251226707,Healthy
31,No,Travel_Rarely,828,Sales,2,1,Life Sciences,604,2,Male,77,3,2,Sales Executive,4,Single,6582,8346,4,Yes,13,3,3,0,10,2,4,6,5,0,5,4,39.2,10,4,3,3,Hybrid,3,Average,Mid (6-10),Veteran (6-10),60.787339270241006,Moderate
42,No,Travel_Rarely,319,Research & Development,24,3,Medical,605,4,Male,56,3,3,Manufacturing Director,1,Married,7406,6950,1,Yes,21,4,4,1,10,5,2,10,9,5,8,5,61.3,14,4,4,5,Remote,4,Average,Mid (6-10),Veteran (6-10),56.364538215173084,Moderate
45,No,Travel_Rarely,561,Sales,2,3,Other,606,4,Male,61,3,2,Sales Executive,2,Married,4805,16177,0,No,19,3,2,1,9,3,4,8,7,3,7,2,36.0,4,2,4,4,Hybrid,4,Below Average,Mid (6-10),Veteran (6-10),62.45103178091013,Moderate
26,Yes,Travel_Frequently,426,Human Resources,17,4,Life Sciences,608,2,Female,58,3,1,Human Resources,3,Divorced,2741,22808,0,Yes,11,3,2,1,8,2,2,7,7,1,0,5,51.7,8,3,3,3,Hybrid,2,Low,Mid (6-10),Veteran (6-10),44.54334807960433,At Risk
29,No,Travel_Rarely,232,Research & Development,19,3,Technical Degree,611,4,Male,34,3,2,Manufacturing Director,4,Divorced,4262,22645,4,No,12,3,2,2,8,2,4,3,2,1,2,3,48.6,7,4,5,4,Remote,5,Below Average,Mid (6-10),Settling (2-3),77.66786538388727,Healthy
33,No,Travel_Rarely,922,Research & Development,1,5,Medical,612,1,Female,95,4,4,Research Director,3,Divorced,16184,22578,4,No,19,3,3,1,10,2,3,6,1,0,5,3,40.4,21,3,4,2,Hybrid,4,High,Mid (6-10),Veteran (6-10),57.6846975487235,Moderate
31,No,Travel_Rarely,688,Sales,7,3,Life Sciences,613,3,Male,44,2,3,Manager,4,Divorced,11557,25291,9,No,21,4,3,1,10,3,2,5,4,0,1,3,35.0,16,3,5,3,Hybrid,3,Above Average,Mid (6-10),Established (4-5),59.35284925229071,Moderate
18,Yes,Travel_Frequently,1306,Sales,5,3,Marketing,614,2,Male,69,3,1,Sales Representative,2,Single,1878,8059,1,Yes,14,3,4,0,0,3,3,0,0,0,0,3,51.6,6,3,3,3,Hybrid,4,Low,Entry (0-2),New (0-1),51.51093924262874,Moderate
40,No,Non-Travel,1094,Sales,28,3,Other,615,3,Male,58,1,3,Sales Executive,1,Divorced,10932,11373,3,No,15,3,3,1,20,2,3,1,0,0,1,3,47.0,16,5,4,3,Remote,2,Above Average,Senior (11-20),New (0-1),51.817736197086774,Moderate
41,No,Non-Travel,509,Research & Development,2,4,Other,616,1,Female,62,2,2,Healthcare Representative,3,Single,6811,2112,2,Yes,17,3,1,0,10,3,3,8,7,0,7,3,57.0,10,3,3,5,Remote,3,Average,Mid (6-10),Veteran (6-10),61.28247311696039,Moderate
26,No,Travel_Rarely,775,Sales,29,2,Medical,618,1,Male,45,3,2,Sales Executive,3,Divorced,4306,4267,5,No,12,3,1,2,8,5,3,0,0,0,0,5,36.2,10,2,4,2,Onsite,3,Below Average,Mid (6-10),New (0-1),40.681469016038506,At Risk
35,No,Travel_Rarely,195,Sales,1,3,Medical,620,1,Female,80,3,2,Sales Executive,3,Single,4859,6698,1,No,16,3,4,0,5,3,3,5,4,0,3,3,43.1,9,4,3,4,Onsite,3,Below Average,Early (3-5),Established (4-5),64.66847669623421,Moderate
34,No,Travel_Rarely,258,Sales,21,4,Life Sciences,621,4,Male,74,4,2,Sales Executive,4,Single,5337,19921,1,No,12,3,4,0,10,3,3,10,7,5,7,3,39.2,13,3,2,5,Remote,4,Below Average,Mid (6-10),Veteran (6-10),69.72028310347255,Moderate
26,Yes,Travel_Rarely,471,Research & Development,24,3,Technical Degree,622,3,Male,66,1,1,Laboratory Technician,4,Single,2340,23213,1,Yes,18,3,2,0,1,3,1,1,0,0,0,4,48.9,5,3,5,3,Onsite,3,Low,Entry (0-2),New (0-1),48.73048343234888,At Risk
37,No,Travel_Rarely,799,Research & Development,1,3,Technical Degree,623,2,Female,59,3,3,Manufacturing Director,4,Single,7491,23848,4,No,17,3,4,0,12,3,4,6,5,1,2,3,52.4,11,3,4,2,Onsite,2,Average,Senior (11-20),Veteran (6-10),58.93401944893326,Moderate
46,No,Travel_Frequently,1034,Research & Development,18,1,Medical,624,1,Female,86,3,3,Healthcare Representative,3,Married,10527,8984,5,No,11,3,4,0,28,3,2,2,2,1,2,3,37.4,9,5,3,2,Remote,4,Above Average,Expert (20+),Settling (2-3),56.24736780713019,Moderate
41,No,Travel_Rarely,1276,Sales,2,5,Life Sciences,625,2,Female,91,3,4,Manager,1,Married,16595,5626,7,No,16,3,2,1,22,2,3,18,16,11,8,4,45.1,14,4,2,3,Hybrid,3,High,Expert (20+),Lifer (10+),44.579025080816116,At Risk
37,No,Non-Travel,142,Sales,9,4,Medical,626,1,Male,69,3,3,Sales Executive,2,Divorced,8834,24666,1,No,13,3,4,1,9,6,3,9,5,7,7,4,44.5,16,3,2,2,Hybrid,3,Average,Mid (6-10),Veteran (6-10),38.33414342659589,At Risk
52,No,Travel_Rarely,956,Research & Development,6,2,Technical Degree,630,4,Male,78,3,2,Research Scientist,1,Divorced,5577,22087,3,Yes,12,3,2,2,18,3,3,10,9,6,9,4,57.4,13,5,4,3,Hybrid,4,Below Average,Senior (11-20),Veteran (6-10),56.35878914652802,Moderate
32,Yes,Non-Travel,1474,Sales,11,4,Other,631,4,Male,60,4,2,Sales Executive,3,Married,4707,23914,8,No,12,3,4,0,6,2,3,4,2,1,2,3,41.5,8,1,2,2,Onsite,3,Below Average,Mid (6-10),Established (4-5),41.53263001252648,At Risk
24,No,Travel_Frequently,535,Sales,24,3,Medical,632,4,Male,38,3,1,Sales Representative,4,Married,2400,5530,0,No,13,3,3,2,3,3,3,2,2,2,1,3,40.8,9,4,4,5,Hybrid,2,Low,Early (3-5),Settling (2-3),77.15744097696799,Healthy
38,No,Travel_Rarely,1495,Research & Development,10,3,Medical,634,3,Female,76,3,2,Healthcare Representative,3,Married,9824,22174,3,No,19,3,3,1,18,4,3,1,0,0,0,1,39.5,8,4,5,4,Hybrid,4,Average,Senior (11-20),New (0-1),80.36425616144443,Healthy
37,No,Travel_Rarely,446,Research & Development,1,4,Life Sciences,635,2,Female,65,3,2,Manufacturing Director,2,Married,6447,15701,6,No,12,3,2,1,8,2,2,6,5,4,3,2,43.0,10,3,2,4,Onsite,3,Average,Mid (6-10),Veteran (6-10),55.14467427070117,Moderate
49,No,Travel_Rarely,1245,Research & Development,18,4,Life Sciences,638,4,Male,58,2,5,Research Director,3,Divorced,19502,2125,1,Yes,17,3,3,1,31,5,3,31,9,0,9,5,56.5,23,4,5,5,Remote,2,High,Expert (20+),Lifer (10+),64.77391831268889,Moderate
24,No,Travel_Rarely,691,Research & Development,23,3,Medical,639,2,Male,89,4,1,Research Scientist,4,Married,2725,21630,1,Yes,11,3,2,2,6,3,3,6,5,1,4,5,53.3,9,3,3,4,Onsite,3,Low,Mid (6-10),Veteran (6-10),59.8067884476748,Moderate
26,No,Travel_Rarely,703,Sales,28,2,Marketing,641,1,Male,66,3,2,Sales Executive,2,Married,6272,7428,1,No,20,4,4,2,6,5,4,5,3,1,4,3,38.8,11,4,5,4,Remote,4,Average,Mid (6-10),Established (4-5),70.75520958450203,Healthy
24,No,Travel_Rarely,823,Research & Development,17,2,Other,643,4,Male,94,2,1,Laboratory Technician,2,Married,2127,9100,1,No,21,4,4,1,1,2,3,1,0,0,0,3,41.1,4,4,5,3,Hybrid,3,Low,Entry (0-2),New (0-1),58.94809711612419,Moderate
50,No,Travel_Frequently,1246,Human Resources,3,3,Medical,644,1,Male,99,3,5,Manager,2,Married,18200,7999,1,No,11,3,3,1,32,2,3,32,5,10,7,4,45.5,24,3,2,4,Hybrid,4,High,Expert (20+),Lifer (10+),48.99195559345139,At Risk
25,No,Travel_Rarely,622,Sales,13,1,Medical,645,2,Male,40,3,1,Sales Representative,3,Married,2096,26376,1,No,11,3,3,0,7,1,3,7,4,0,6,5,44.1,11,3,3,4,Remote,2,Low,Mid (6-10),Veteran (6-10),52.0078543557657,Moderate
24,Yes,Travel_Frequently,1287,Research & Development,7,3,Life Sciences,647,1,Female,55,3,1,Laboratory Technician,3,Married,2886,14168,1,Yes,16,3,4,1,6,4,3,6,3,1,2,5,50.6,7,3,3,2,Hybrid,3,Low,Mid (6-10),Veteran (6-10),41.35004218891021,At Risk
30,Yes,Travel_Frequently,448,Sales,12,4,Life Sciences,648,2,Male,74,2,1,Sales Representative,1,Married,2033,14470,1,No,18,3,3,1,1,2,4,1,0,0,0,3,35.0,9,3,3,5,Remote,3,Low,Entry (0-2),New (0-1),56.505417510308774,Moderate
34,No,Travel_Rarely,254,Research & Development,1,2,Life Sciences,649,2,Male,83,2,1,Research Scientist,4,Married,3622,22794,1,Yes,13,3,4,1,6,3,3,6,5,1,3,3,51.6,7,3,5,3,Onsite,3,Below Average,Mid (6-10),Veteran (6-10),61.48844944502433,Moderate
31,Yes,Travel_Rarely,1365,Sales,13,4,Medical,650,2,Male,46,3,2,Sales Executive,1,Divorced,4233,11512,2,No,17,3,3,0,9,2,1,3,1,1,2,2,39.1,12,2,2,3,Hybrid,3,Below Average,Mid (6-10),Settling (2-3),39.85153662436207,At Risk
35,No,Travel_Rarely,538,Research & Development,25,2,Other,652,1,Male,54,2,2,Laboratory Technician,4,Single,3681,14004,4,No,14,3,4,0,9,3,3,3,2,0,2,3,38.5,9,4,4,4,Remote,4,Below Average,Mid (6-10),Settling (2-3),67.48592870132377,Moderate
31,No,Travel_Rarely,525,Sales,6,4,Medical,653,1,Male,66,4,2,Sales Executive,4,Divorced,5460,6219,4,No,22,4,4,2,13,4,4,7,7,5,7,3,37.9,12,3,3,4,Onsite,4,Below Average,Senior (11-20),Veteran (6-10),70.23070751039184,Healthy
27,No,Travel_Rarely,798,Research & Development,6,4,Medical,655,1,Female,66,2,1,Research Scientist,3,Divorced,2187,5013,0,No,12,3,3,2,6,5,2,5,3,0,3,2,45.9,5,2,4,3,Hybrid,3,Low,Mid (6-10),Established (4-5),51.964647019491274,Moderate
37,No,Travel_Rarely,558,Sales,2,3,Marketing,656,4,Male,75,3,2,Sales Executive,3,Married,9602,3010,4,Yes,11,3,3,1,17,3,2,3,0,1,0,3,44.2,14,5,3,4,Remote,4,Average,Senior (11-20),Settling (2-3),66.9051799739857,Moderate
20,No,Travel_Rarely,959,Research & Development,1,3,Life Sciences,657,4,Female,83,2,1,Research Scientist,2,Single,2836,11757,1,No,13,3,4,0,1,0,4,1,0,0,0,2,51.4,6,4,3,2,Onsite,3,Low,Entry (0-2),New (0-1),52.49149006519496,Moderate
42,No,Travel_Rarely,622,Research & Development,2,4,Life Sciences,659,3,Female,81,3,2,Healthcare Representative,4,Married,4089,5718,1,No,13,3,2,2,10,4,3,10,2,2,2,4,45.3,10,2,4,3,Hybrid,2,Below Average,Mid (6-10),Veteran (6-10),53.61086243415058,Moderate
43,No,Travel_Rarely,782,Research & Development,6,4,Other,661,2,Male,50,2,4,Research Director,4,Divorced,16627,2671,4,Yes,14,3,3,1,21,3,2,1,0,0,0,5,51.4,21,4,4,3,Hybrid,4,High,Expert (20+),New (0-1),51.733103555178985,Moderate
38,No,Travel_Rarely,362,Research & Development,1,1,Life Sciences,662,3,Female,43,3,1,Research Scientist,1,Single,2619,14561,3,No,17,3,4,0,8,3,2,0,0,0,0,3,40.2,10,3,4,4,Remote,3,Low,Mid (6-10),New (0-1),54.95164753124365,Moderate
43,No,Travel_Frequently,1001,Research & Development,9,5,Medical,663,4,Male,72,3,2,Laboratory Technician,3,Divorced,5679,19627,3,Yes,13,3,2,1,10,3,3,8,7,4,7,5,53.1,17,5,1,5,Onsite,3,Below Average,Mid (6-10),Veteran (6-10),58.67390678493685,Moderate
48,No,Travel_Rarely,1236,Research & Development,1,4,Life Sciences,664,4,Female,40,2,4,Manager,1,Married,15402,17997,7,No,11,3,1,1,21,3,1,3,2,0,2,4,47.8,27,3,4,4,Onsite,3,High,Expert (20+),Settling (2-3),44.329281711301846,At Risk
44,No,Travel_Rarely,1112,Human Resources,1,4,Life Sciences,665,1,Female,50,2,2,Human Resources,3,Single,5985,26894,4,No,11,3,2,0,10,1,4,2,2,0,2,2,42.9,10,5,2,2,Remote,3,Below Average,Mid (6-10),Settling (2-3),56.61639113775927,Moderate
34,No,Travel_Rarely,204,Sales,14,3,Technical Degree,666,3,Female,31,3,1,Sales Representative,3,Divorced,2579,2912,1,Yes,18,3,4,2,8,3,3,8,2,0,6,5,53.2,3,4,4,5,Hybrid,4,Low,Mid (6-10),Veteran (6-10),65.41279420729195,Moderate
27,Yes,Travel_Rarely,1420,Sales,2,1,Marketing,667,3,Male,85,3,1,Sales Representative,1,Divorced,3041,16346,0,No,11,3,2,1,5,3,3,4,3,0,2,4,40.0,6,3,4,4,Onsite,2,Below Average,Early (3-5),Established (4-5),52.94308828898557,Moderate
21,No,Travel_Rarely,1343,Sales,22,1,Technical Degree,669,3,Male,49,3,1,Sales Representative,3,Single,3447,24444,1,No,11,3,3,0,3,2,3,3,2,1,2,2,38.8,7,4,3,4,Hybrid,4,Below Average,Early (3-5),Settling (2-3),68.81263613122591,Moderate
44,No,Travel_Rarely,1315,Research & Development,3,4,Other,671,4,Male,35,3,5,Manager,4,Married,19513,9358,4,Yes,12,3,1,1,26,2,4,2,2,0,1,4,54.2,32,3,3,3,Remote,4,High,Expert (20+),Settling (2-3),56.415035799755906,Moderate
22,No,Travel_Rarely,604,Research & Development,6,1,Medical,675,1,Male,69,3,1,Research Scientist,3,Married,2773,12145,0,No,20,4,4,0,3,3,3,2,2,2,2,2,38.8,6,4,3,4,Hybrid,4,Low,Early (3-5),Settling (2-3),68.81263613122591,Moderate
33,No,Travel_Rarely,1216,Sales,8,4,Marketing,677,3,Male,39,3,2,Sales Executive,3,Divorced,7104,20431,0,No,12,3,4,0,6,3,3,5,0,1,2,2,45.6,9,4,4,5,Remote,4,Average,Mid (6-10),Established (4-5),77.84527251226707,Healthy
32,No,Travel_Rarely,646,Research & Development,9,4,Life Sciences,679,1,Female,92,3,2,Research Scientist,4,Married,6322,18089,1,Yes,12,3,4,1,6,2,2,6,4,0,5,5,52.4,7,5,4,3,Hybrid,4,Average,Mid (6-10),Veteran (6-10),60.44801321788056,Moderate
30,No,Travel_Frequently,160,Research & Development,3,3,Medical,680,3,Female,71,3,1,Research Scientist,3,Divorced,2083,22653,1,No,20,4,3,1,1,2,3,1,0,0,0,5,35.0,7,3,5,2,Onsite,3,Low,Entry (0-2),New (0-1),48.75750278413701,At Risk
53,No,Travel_Rarely,238,Sales,1,1,Medical,682,4,Female,34,3,2,Sales Executive,1,Single,8381,7507,7,No,20,4,4,0,18,2,4,14,7,8,10,2,42.9,9,4,3,4,Hybrid,5,Average,Senior (11-20),Lifer (10+),64.03558052457431,Moderate
34,No,Travel_Rarely,1397,Research & Development,1,5,Life Sciences,683,2,Male,42,3,1,Research Scientist,4,Married,2691,7660,1,No,12,3,4,1,10,4,2,10,9,8,8,3,41.2,14,2,3,4,Hybrid,2,Low,Mid (6-10),Veteran (6-10),57.24459746222301,Moderate
45,Yes,Travel_Frequently,306,Sales,26,4,Life Sciences,684,1,Female,100,3,2,Sales Executive,1,Married,4286,5630,2,No,14,3,4,2,5,4,3,1,1,0,0,3,41.0,12,2,3,1,Onsite,3,Below Average,Early (3-5),New (0-1),33.02449570559552,At Risk
26,No,Travel_Rarely,991,Research & Development,6,3,Life Sciences,686,3,Female,71,3,1,Laboratory Technician,4,Married,2659,17759,1,Yes,13,3,3,1,3,2,3,3,2,0,2,3,50.3,5,2,4,4,Onsite,3,Low,Early (3-5),Settling (2-3),63.08392795257004,Moderate
37,No,Travel_Rarely,482,Research & Development,3,3,Other,689,3,Male,36,3,3,Manufacturing Director,3,Married,9434,9606,1,No,15,3,3,1,10,2,3,10,7,7,8,3,47.1,16,3,1,4,Onsite,5,Average,Mid (6-10),Veteran (6-10),52.888712630522306,Moderate
29,No,Travel_Rarely,1176,Sales,3,2,Medical,690,2,Female,62,3,2,Sales Executive,3,Married,5561,3487,1,No,14,3,1,1,6,5,2,6,0,1,2,2,45.7,8,3,4,4,Hybrid,3,Below Average,Mid (6-10),Veteran (6-10),66.00846276562059,Moderate
35,No,Travel_Rarely,1017,Research & Development,6,4,Life Sciences,691,2,Male,82,1,2,Research Scientist,4,Single,6646,19368,1,No,13,3,2,0,17,3,3,17,11,11,8,3,38.0,12,5,2,5,Onsite,3,Average,Senior (11-20),Lifer (10+),65.43707146779333,Moderate
33,No,Travel_Frequently,1296,Research & Development,6,3,Life Sciences,692,3,Male,30,3,2,Healthcare Representative,4,Divorced,7725,5335,3,No,23,4,3,1,15,2,1,13,11,4,7,2,44.3,7,4,4,5,Onsite,5,Average,Senior (11-20),Lifer (10+),77.03040002649246,Healthy
54,No,Travel_Rarely,397,Human Resources,19,4,Medical,698,3,Male,88,3,3,Human Resources,2,Married,10725,6729,2,No,15,3,3,1,16,1,4,9,7,7,1,4,37.9,17,5,2,2,Hybrid,3,Above Average,Senior (11-20),Veteran (6-10),49.214350560299714,At Risk
36,No,Travel_Rarely,913,Research & Development,9,2,Medical,699,2,Male,48,2,2,Manufacturing Director,2,Divorced,8847,13934,2,Yes,11,3,3,1,13,2,3,3,2,0,2,4,46.1,13,5,3,4,Onsite,2,Average,Senior (11-20),Settling (2-3),57.09768663981853,Moderate
27,No,Travel_Rarely,1115,Research & Development,3,4,Medical,700,1,Male,54,2,1,Research Scientist,4,Single,2045,15174,0,No,13,3,4,0,5,0,3,4,2,1,1,3,37.1,8,3,3,3,Onsite,3,Low,Early (3-5),Established (4-5),54.08098884979751,Moderate
20,Yes,Travel_Rarely,1362,Research & Development,10,1,Medical,701,4,Male,32,3,1,Research Scientist,3,Single,1009,26999,1,Yes,11,3,4,0,1,5,3,1,0,1,1,3,57.2,11,2,2,3,Onsite,4,Low,Entry (0-2),New (0-1),46.89123337422285,At Risk
33,Yes,Travel_Frequently,1076,Research & Development,3,3,Life Sciences,702,1,Male,70,3,1,Research Scientist,1,Single,3348,3164,1,Yes,11,3,1,0,10,3,3,10,8,9,7,4,48.6,10,4,1,2,Onsite,3,Below Average,Mid (6-10),Veteran (6-10),35.54638869977496,At Risk
35,No,Non-Travel,727,Research & Development,3,3,Life Sciences,704,3,Male,41,2,1,Laboratory Technician,3,Married,1281,16900,1,No,18,3,3,2,1,3,3,1,0,0,0,4,41.7,13,2,4,3,Hybrid,4,Low,Entry (0-2),New (0-1),45.81192834224148,At Risk
23,No,Travel_Rarely,885,Research & Development,4,3,Medical,705,1,Male,58,4,1,Research Scientist,1,Married,2819,8544,2,No,16,3,1,1,5,3,4,3,2,0,2,3,41.7,5,5,4,2,Hybrid,4,Low,Early (3-5),Settling (2-3),61.652248883042084,Moderate
25,No,Travel_Rarely,810,Sales,8,3,Life Sciences,707,4,Male,57,4,2,Sales Executive,2,Married,4851,15678,0,No,22,4,3,1,4,4,3,3,2,1,2,2,43.2,10,3,4,2,Hybrid,4,Below Average,Early (3-5),Settling (2-3),58.372529084022574,Moderate
38,No,Travel_Rarely,243,Sales,7,4,Marketing,709,4,Female,46,2,2,Sales Executive,4,Single,4028,7791,0,No,20,4,1,0,8,2,3,7,7,0,5,3,38.5,10,3,5,4,Onsite,4,Below Average,Mid (6-10),Veteran (6-10),66.81735552845207,Moderate
29,No,Travel_Frequently,806,Research & Development,1,4,Life Sciences,710,2,Male,76,1,1,Research Scientist,4,Divorced,2720,18959,1,No,18,3,4,1,10,5,3,10,7,2,8,4,41.3,7,3,3,3,Hybrid,2,Low,Mid (6-10),Veteran (6-10),45.59422322258933,At Risk
48,No,Travel_Rarely,817,Sales,2,1,Marketing,712,2,Male,56,4,2,Sales Executive,2,Married,8120,18597,3,No,12,3,4,0,12,3,3,2,2,2,2,2,44.3,7,4,2,5,Onsite,3,Average,Senior (11-20),Settling (2-3),71.32409020956413,Healthy
27,No,Travel_Frequently,1410,Sales,3,1,Medical,714,4,Female,71,4,2,Sales Executive,4,Divorced,4647,16673,1,Yes,20,4,2,2,6,3,3,6,5,0,4,4,53.1,11,4,4,4,Remote,5,Below Average,Mid (6-10),Veteran (6-10),72.02698165076502,Healthy
37,No,Travel_Rarely,1225,Research & Development,10,2,Life Sciences,715,4,Male,80,4,1,Research Scientist,4,Single,4680,15232,3,No,17,3,1,0,4,2,3,1,0,0,0,2,44.4,2,4,3,5,Hybrid,4,Below Average,Early (3-5),New (0-1),81.94047630656279,Healthy
50,No,Travel_Rarely,1207,Research & Development,28,1,Medical,716,4,Male,74,4,1,Laboratory Technician,3,Married,3221,3297,1,Yes,11,3,3,3,20,3,3,20,8,3,8,4,52.0,7,4,2,3,Hybrid,4,Below Average,Senior (11-20),Lifer (10+),55.83428707241783,Moderate
34,No,Travel_Rarely,1442,Research & Development,9,3,Medical,717,4,Female,46,2,3,Healthcare Representative,2,Single,8621,17654,1,No,14,3,2,0,9,3,4,8,7,7,7,3,43.2,10,4,3,4,Hybrid,3,Average,Mid (6-10),Veteran (6-10),59.00514279705875,Moderate
24,Yes,Travel_Rarely,693,Sales,3,2,Life Sciences,720,1,Female,65,3,2,Sales Executive,3,Single,4577,24785,9,No,14,3,1,0,4,3,3,2,2,2,0,2,45.4,9,2,2,3,Onsite,4,Below Average,Early (3-5),Settling (2-3),51.035392809214564,Moderate
39,No,Travel_Rarely,408,Research & Development,2,4,Technical Degree,721,4,Female,80,2,2,Healthcare Representative,3,Single,4553,20978,1,No,11,3,1,0,20,4,3,20,7,11,10,2,41.0,12,2,1,3,Onsite,4,Below Average,Senior (11-20),Lifer (10+),42.98905631938468,At Risk
32,No,Travel_Rarely,929,Sales,10,3,Marketing,722,4,Male,55,3,2,Sales Executive,4,Single,5396,21703,1,No,12,3,4,0,10,2,2,10,7,0,8,3,38.4,14,3,3,4,Remote,5,Below Average,Mid (6-10),Veteran (6-10),61.61690093270812,Moderate
50,Yes,Travel_Frequently,562,Sales,8,2,Technical Degree,723,2,Male,50,3,2,Sales Executive,3,Married,6796,23452,3,Yes,14,3,1,1,18,4,3,4,3,1,3,4,51.3,13,3,2,3,Remote,5,Average,Senior (11-20),Established (4-5),47.11937740971626,At Risk
38,No,Travel_Rarely,827,Research & Development,1,4,Life Sciences,724,2,Female,33,4,2,Healthcare Representative,4,Single,7625,19383,0,No,13,3,3,0,10,4,2,9,7,1,8,2,38.9,13,4,4,3,Remote,3,Average,Mid (6-10),Veteran (6-10),72.85079424458705,Healthy
27,No,Travel_Rarely,608,Research & Development,1,2,Life Sciences,725,3,Female,68,3,3,Manufacturing Director,1,Married,7412,6009,1,No,11,3,4,0,9,3,3,9,7,0,7,4,39.9,13,4,3,5,Onsite,3,Average,Mid (6-10),Veteran (6-10),58.94056754528501,Moderate
32,No,Travel_Rarely,1018,Research & Development,3,2,Life Sciences,727,3,Female,39,3,3,Research Director,4,Single,11159,19373,3,No,15,3,4,0,10,6,3,7,7,7,7,2,42.0,22,2,4,4,Hybrid,3,Above Average,Mid (6-10),Veteran (6-10),67.22808738756174,Moderate
47,No,Travel_Rarely,703,Sales,14,4,Marketing,728,4,Male,42,3,2,Sales Executive,1,Single,4960,11825,2,No,12,3,4,0,20,2,3,7,7,1,7,3,37.9,8,4,5,5,Hybrid,3,Below Average,Senior (11-20),Veteran (6-10),70.49218757550352,Healthy
40,No,Travel_Frequently,580,Sales,5,4,Life Sciences,729,4,Male,48,2,3,Sales Executive,1,Married,10475,23772,5,Yes,21,4,3,1,20,2,3,18,13,1,12,3,51.4,8,5,4,5,Hybrid,4,Above Average,Senior (11-20),Lifer (10+),66.81815455615875,Moderate
53,No,Travel_Rarely,970,Research & Development,7,3,Life Sciences,730,3,Male,59,4,4,Research Director,3,Married,14814,13514,3,No,19,3,3,0,32,3,3,5,1,1,3,3,36.5,25,4,3,4,Onsite,3,Above Average,Expert (20+),Established (4-5),69.01108288845069,Moderate
41,No,Travel_Rarely,427,Human Resources,10,4,Human Resources,731,2,Male,73,2,5,Manager,4,Divorced,19141,8861,3,No,15,3,2,3,23,2,2,21,6,12,6,4,47.3,27,4,3,4,Onsite,5,High,Expert (20+),Lifer (10+),57.502438775985034,Moderate
60,No,Travel_Rarely,1179,Sales,16,4,Marketing,732,1,Male,84,3,2,Sales Executive,1,Single,5405,11924,8,No,14,3,4,0,10,1,3,2,2,2,2,2,41.1,10,4,4,3,Hybrid,5,Below Average,Mid (6-10),Settling (2-3),60.27480454602633,Moderate
27,No,Travel_Frequently,294,Research & Development,10,2,Life Sciences,733,4,Male,32,3,3,Manufacturing Director,1,Divorced,8793,4809,1,No,21,4,3,2,9,4,2,9,7,1,7,3,40.1,17,4,4,4,Hybrid,4,Average,Mid (6-10),Veteran (6-10),59.323951001728744,Moderate
41,No,Travel_Rarely,314,Human Resources,1,3,Human Resources,734,4,Male,59,2,5,Manager,3,Married,19189,19562,1,No,12,3,2,1,22,3,3,22,7,2,10,4,48.2,28,3,4,5,Remote,4,High,Expert (20+),Lifer (10+),60.84204397958209,Moderate
50,No,Travel_Rarely,316,Sales,8,4,Marketing,738,4,Male,54,3,1,Sales Representative,2,Married,3875,9983,7,No,15,3,4,1,4,2,3,2,2,2,2,3,43.4,7,3,3,5,Hybrid,4,Below Average,Early (3-5),Settling (2-3),62.16875140948424,Moderate
28,Yes,Travel_Rarely,654,Research & Development,1,2,Life Sciences,741,1,Female,67,1,1,Research Scientist,2,Single,2216,3872,7,Yes,13,3,4,0,10,4,3,7,7,3,7,5,39.3,3,3,1,3,Onsite,2,Low,Mid (6-10),Veteran (6-10),27.12994739298557,Critical
36,No,Non-Travel,427,Research & Development,8,3,Life Sciences,742,1,Female,63,4,3,Research Director,1,Married,11713,20335,9,No,14,3,1,1,10,2,3,8,7,0,5,2,39.5,19,3,3,4,Hybrid,2,Above Average,Mid (6-10),Veteran (6-10),61.87028305357205,Moderate
38,No,Travel_Rarely,168,Research & Development,1,3,Life Sciences,743,3,Female,81,3,3,Manufacturing Director,3,Single,7861,15397,4,Yes,14,3,4,0,10,4,4,1,0,0,0,5,47.9,21,4,5,3,Onsite,3,Average,Mid (6-10),New (0-1),60.59431253078349,Moderate
